agenda_name,agenda_section,agenda_sub_section,agenda_full_name,link_url,link_text,title,authors,author_organizations,published_year,date
Data attribution,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Data attribution,https://arxiv.org/abs/2503.12072,Information-Guided Identification of Training Data Imprint in (Proprietary) Large Language Models,Information-Guided Identification of Training Data Imprint in (Proprietary) Large Language Models,"Abhilasha Ravichander, Jillian Fisher, Taylor Sorensen, Ximing Lu, Yuchen Lin, Maria Antoniak, Niloofar Mireshghallah, Chandra Bhagavatula, Yejin Choi","AI2, University of Washington",2025,2025-03-15
Data attribution,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Data attribution,https://arxiv.org/abs/2506.12965,Distributional Training Data Attribution: What do Influence Functions Sample?,Distributional Training Data Attribution: What do Influence Functions Sample?,"Bruno Mlodozeniec, Isaac Reid, Sam Power, David Krueger, Murat Erdogdu, Richard E. Turner, Roger Grosse",,2025,2025-06-15
Data attribution,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Data attribution,https://openreview.net/forum?id=sYK4yPDuT1,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,"Yuzheng Hu, Fan Wu, Haotian Ye, David Forsyth, James Zou, Nan Jiang, Jiaqi W. Ma, Han Zhao",,2025,2025-09-18
Data attribution,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Data attribution,https://arxiv.org/abs/2508.07297,Revisiting Data Attribution for Influence Functions,Revisiting Data Attribution for Influence Functions,"Hongbo Zhu, Angelo Cangelosi",,2025,2025-08-10
Pragmatic interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Pragmatic interpretability,https://www.lesswrong.com/posts/StENzDcD3kpfGJssR/a-pragmatic-vision-for-inter,A Pragmatic Vision for Interpretability,A Pragmatic Vision for Interpretability,"Neel Nanda, Josh Engels, Arthur Conmy, Senthooran Rajamanoharan, bilalchughtai, CallumMcDougall, János Kramár, lewis smith",Google DeepMind,2025,2025-12-01
Pragmatic interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Pragmatic interpretability,https://www.alignmentforum.org/posts/s9z4mgjtWTPpDLxFy/agentic-interpretability-a-strategy-against-gradual,Agentic Interpretability: A Strategy Against Gradual Disempowerment,Agentic Interpretability: A Strategy Against Gradual Disempowerment,"Been Kim, John Hewitt, Neel Nanda, Noah Fiedel, Oyvind Tafjord","Google DeepMind, Anthropic",2025,2025-06-17
Pragmatic interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Pragmatic interpretability,https://arxiv.org/abs/2503.10965,Auditing language models for hidden objectives,Auditing language models for hidden objectives,"Samuel Marks, Johannes Treutlein, Trenton Bricken, Jack Lindsey, Jonathan Marcus, Siddharth Mishra-Sharma, Daniel Ziegler, Emmanuel Ameisen, Joshua Batson, Tim Belonax, Samuel R. Bowman, Shan Carter, Brian Chen, Hoagy Cunningham, Carson Denison, Florian Dietz, Satvik Golechha, Akbir Khan, Jan Kirchner, Jan Leike, Austin Meek, Kei Nishimura-Gasparian, Euan Ong, Christopher Olah, Adam Pearce, Fabien Roger, Jeanne Salle, Andy Shih, Meg Tong, Drake Thomas, Kelley Rivoire, Adam Jermyn, Monte MacDiarmid, Tom Henighan, Evan Hubinger","Anthropic, Independent Researchers",2025,2025-03-14
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/KbFuuaBKRP7FcAADL/transformers-don-t-need-layernorm-at-inference-time,Transformers Don't Need LayerNorm at Inference Time: Implications for Interpretability,Transformers Don't Need LayerNorm at Inference Time: Implications for Interpretability,"submarat, Joachim Schaeffer, Luca Baroni, galvsk, StefanHex","MARS, SPAR",2025,2025-07-23
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2510.02334,Where Did It Go Wrong? Attributing Undesirable LLM Behaviors via Representation Gradient Tracing,Where Did It Go Wrong? Attributing Undesirable LLM Behaviors via Representation Gradient Tracing,"Zhe Li, Wei Zhao, Yige Li, Jun Sun",,2025,2025-09-26
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2501.16496,Open Problems in Mechanistic Interpretability,Open Problems in Mechanistic Interpretability,"Lee Sharkey, Bilal Chughtai, Joshua Batson, Jack Lindsey, Jeff Wu, Lucius Bushnaq, Nicholas Goldowsky-Dill, Stefan Heimersheim, Alejandro Ortega, Joseph Bloom, Stella Biderman, Adria Garriga-Alonso, Arthur Conmy, Neel Nanda, Jessica Rumbelow, Martin Wattenberg, Nandi Schoots, Joseph Miller, Eric J. Michaud, Stephen Casper, Max Tegmark, William Saunders, David Bau, Eric Todd, Atticus Geiger, Mor Geva, Jesse Hoogland, Daniel Murfet, Tom McGrath",Multiple research organizations and universities,2025,2025-01-27
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/u3ZysuXEjkyHhefrk/against-blanket-arguments-against-interpretability,Against blanket arguments against interpretability,Against blanket arguments against interpretability,Dmitry Vaintrob,,2025,2025-01-22
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/wkGmouy7JnTNtWAbc/opportunity-space-renormalization-for-ai-safety,Opportunity Space: Renormalization for AI Safety,Opportunity Space: Renormalization for AI Safety,"Lauren Greenspan, Dmitry Vaintrob, Lucas Teixeira",PIBBSS,2025,2025-03-31
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/y5cYisQ2QHiSbQbhk/prospects-for-alignment-automation-interpretability-case,Prospects for Alignment Automation: Interpretability Case Study,Prospects for Alignment Automation: Interpretability Case Study,"Jacob Pfau, Geoffrey Irving","UK AISI, Google DeepMind",2025,2025-03-21
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://www.darioamodei.com/post/the-urgency-of-interpretability,The Urgency of Interpretability,The Urgency of Interpretability,Dario Amodei,Anthropic,2025,
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2503.17514,Language Models May Verbatim Complete Text They Were Not Explicitly Trained On,Language Models May Verbatim Complete Text They Were Not Explicitly Trained On,"Ken Ziyu Liu, Christopher A. Choquette-Choo, Matthew Jagielski, Peter Kairouz, Sanmi Koyejo, Percy Liang, Nicolas Papernot","Google, Stanford University, University of Toronto",2025,2025-03-21
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/wGRnzCFcowRCrpX4Y/downstream-applications-as-validation-of-interpretability,Downstream applications as validation of interpretability progress,Downstream applications as validation of interpretability progress,Sam Marks,,2025,2025-03-31
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/DqaoPNqhQhwBFqWue/principles-for-picking-practical-interpretability-projects,Principles for Picking Practical Interpretability Projects,Principles for Picking Practical Interpretability Projects,Sam Marks,Anthropic,2025,2025-07-15
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2501.15740,Propositional Interpretability in Artificial Intelligence,Propositional Interpretability in Artificial Intelligence,David J. Chalmers,,2025,2025-01-27
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2412.02104,Explainable and Interpretable Multimodal Large Language Models: A Comprehensive Survey,Explainable and Interpretable Multimodal Large Language Models: A Comprehensive Survey,"Yunkai Dang, Kaichen Huang, Jiahao Huo, Yibo Yan, Sirui Huang, Dongrui Liu, Mengxi Gao, Jie Zhang, Chen Qian, Kun Wang, Yong Liu, Jing Shao, Hui Xiong, Xuming Hu",,2024,2024-12-03
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/sjr66DBEgyogAbfdf/renormalization-redux-qft-techniques-for-ai-interpretability,Renormalization Redux: QFT Techniques for AI Interpretability,Renormalization Redux: QFT Techniques for AI Interpretability,"Lauren Greenspan, Dmitry Vaintrob",,2025,2025-01-18
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/qRnupMmFG7dxQTTYh/the-strange-science-of-interpretability-recent-papers-and-a,The Strange Science of Interpretability: Recent Papers and a Reading List for the Philosophy of Interpretability,The Strange Science of Interpretability: Recent Papers and a Reading List for the Philosophy of Interpretability,"Kola Ayonrinde, Louis Jaburi",,2025,2025-08-17
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2506.02300,Through a Steerable Lens: Magnifying Neural Network Interpretability via Phase-Based Extrapolation,Through a Steerable Lens: Magnifying Neural Network Interpretability via Phase-Based Extrapolation,"Farzaneh Mahdisoltani, Saeed Mahdisoltani, Roger B. Grosse, David J. Fleet",,2025,2025-06-02
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://lesswrong.com/posts/MDWGcNHkZ3NPEzcnp/call-for-collaboration-renormalization-for-ai-safety,Call for Collaboration: Renormalization for AI safety,Call for Collaboration: Renormalization for AI safety,Lauren Greenspan,PIBBSS,2025,2025-03-31
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2505.15811,On the creation of narrow AI: hierarchy and nonlocality of neural network skills,On the creation of narrow AI: hierarchy and nonlocality of neural network skills,"Eric J. Michaud, Asher Parker-Sartori, Max Tegmark",,2025,2025-05-21
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2502.01628,Harmonic Loss Trains Interpretable AI Models,Harmonic Loss Trains Interpretable AI Models,"David D. Baek, Ziming Liu, Riya Tyagi, Max Tegmark",,2025,2025-02-03
Other interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Other interpretability,https://arxiv.org/abs/2505.12546,Extracting memorized pieces of (copyrighted) books from open-weight language models,Extracting memorized pieces of (copyrighted) books from open-weight language models,"A. Feder Cooper, Aaron Gokaslan, Ahmed Ahmed, Amy B. Cyphert, Christopher De Sa, Mark A. Lemley, Daniel E. Ho, Percy Liang","Stanford University, Cornell University",2025,2025-05-18
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://www.lesswrong.com/posts/2MX2bXreTtntB85Zy/from-slt-to-ait-nn-generalisation-out-of-distribution,From SLT to AIT: NN Generalisation Out of Distribution,From SLT to AIT: NN Generalisation Out of Distribution,,,,
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://www.lesswrong.com/posts/ZSQaT2yxNNZ3eLxRd/understanding-and-controlling-llm-generalization,Understanding and Controlling LLM Generalization,Understanding and Controlling LLM Generalization,Daniel Tan,,2025,2025-11-14
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://lesswrong.com/posts/J7CyENFYXPxXQpsnD/slt-for-ai-safety,SLT for AI Safety,SLT for AI Safety,Jesse Hoogland,Timaeus,2025,2025-07-01
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2509.05291,Crosscoding Through Time: Tracking Emergence & Consolidation Of Linguistic Representations Throughout LLM Pretraining,Crosscoding Through Time: Tracking Emergence & Consolidation Of Linguistic Representations Throughout LLM Pretraining,"Deniz Bayazit, Aaron Mueller, Antoine Bosselut",,2025,2025-09-05
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2508.15841,A Review of Developmental Interpretability in Large Language Models,A Review of Developmental Interpretability in Large Language Models,Ihor Kendiukhov,,2025,2025-08-19
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2501.17745,Dynamics of Transient Structure in In-Context Linear Regression Transformers,Dynamics of Transient Structure in In-Context Linear Regression Transformers,"Liam Carroll, Jesse Hoogland, Matthew Farrugia-Roberts, Daniel Murfet",,2025,2025-01-29
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://openreview.net/forum?id=KUFH0n1BIM,"Learning Coefficients, Fractals, and Trees in Parameter Space","Learning Coefficients, Fractals, and Trees in Parameter Space","Max Hennick, Matthias Dellago",,2025,2025-06-23
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2509.23365,Emergence of Superposition: Unveiling the Training Dynamics of Chain of Continuous Thought,Emergence of Superposition: Unveiling the Training Dynamics of Chain of Continuous Thought,"Hanlin Zhu, Shibo Hao, Zhiting Hu, Jiantao Jiao, Stuart Russell, Yuandong Tian","UC Berkeley, Meta",2025,2025-09-27
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2510.12077,Compressibility Measures Complexity: Minimum Description Length Meets Singular Learning Theory,Compressibility Measures Complexity: Minimum Description Length Meets Singular Learning Theory,"Einar Urdshals, Edmund Lau, Jesse Hoogland, Stan van Wingerden, Daniel Murfet","Timaeus, University of Melbourne",2025,2025-10-14
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://openreview.net/forum?id=Td37oOfmmz,Programs as Singularities,Programs as Singularities,"Daniel Murfet, William Troiani",,2025,2025-06-20
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2411.07681,What Do Learning Dynamics Reveal About Generalization in LLM Reasoning?,What Do Learning Dynamics Reveal About Generalization in LLM Reasoning?,"Katie Kang, Amrith Setlur, Dibya Ghosh, Jacob Steinhardt, Claire Tomlin, Sergey Levine, Aviral Kumar",UC Berkeley,2024,2024-11-12
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://lesswrong.com/posts/HFcriD29cw3E5QLCR/selective-regularization-for-alignment-focused,Selective regularization for alignment-focused representation engineering,Selective regularization for alignment-focused representation engineering,Sandy Fraser,,2025,2025-05-20
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2504.18048,Modes of Sequence Models and Learning Coefficients,Modes of Sequence Models and Learning Coefficients,"Zhongtian Chen, Daniel Murfet",,2025,2025-04-25
Learning dynamics and developmental interpretability,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Learning dynamics and developmental interpretability,https://arxiv.org/abs/2506.18777,Programming by Backprop: LLMs Acquire Reusable Algorithmic Abstractions During Code Training,Programming by Backprop: LLMs Acquire Reusable Algorithmic Abstractions During Code Training,"Jonathan Cook, Silvia Sapora, Arash Ahmadian, Akbir Khan, Tim Rocktaschel, Jakob Foerster, Laura Ruis",,2025,2025-06-23
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/pdf/2504.14379,The Geometry of Self-Verification in a Task-Specific Reasoning Model,The Geometry of Self-Verification in a Task-Specific Reasoning Model,"Andrew Lee, Lihao Sun, Chris Wendler, Fernanda Viégas, Martin Wattenberg",Google Research,2025,2025-04-19
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,http://arxiv.org/abs/2511.06739,Rank-1 LoRAs Encode Interpretable Reasoning Signals,Rank-1 LoRAs Encode Interpretable Reasoning Signals,"Jake Ward, Paul Riechers, Adam Shai",,2025,2025-11-10
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2502.17420,The Geometry of Refusal in Large Language Models: Concept Cones and Representational Independence,The Geometry of Refusal in Large Language Models: Concept Cones and Representational Independence,"Tom Wollschläger, Jannes Elstner, Simon Geisler, Vincent Cohen-Addad, Stephan Günnemann, Johannes Gasteiger",Technical University of Munich,2025,2025-02-24
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2508.00331,Embryology of a Language Model,Embryology of a Language Model,"George Wang, Garrett Baker, Andrew Gordon, Daniel Murfet",,2025,2025-08-01
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2502.01954,Constrained belief updates explain geometric structures in transformer representations,Constrained belief updates explain geometric structures in transformer representations,"Mateusz Piotrowski, Paul M. Riechers, Daniel Filan, Adam S. Shai",,2025,2025-02-04
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2503.21073,Shared Global and Local Geometry of Language Model Embeddings,Shared Global and Local Geometry of Language Model Embeddings,"Andrew Lee, Melanie Weber, Fernanda Viégas, Martin Wattenberg",,2025,2025-03-27
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2507.07432,Neural networks leverage nominally quantum and post-quantum representations,Neural networks leverage nominally quantum and post-quantum representations,"Paul M. Riechers, Thomas J. Elliott, Adam S. Shai",,2025,2025-07-10
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2509.23024,Tracing the Representation Geometry of Language Models from Pretraining to Post-training,Tracing the Representation Geometry of Language Models from Pretraining to Post-training,"Melody Zixuan Li, Kumar Krishna Agrawal, Arna Ghosh, Komal Kumar Teru, Adam Santoro, Guillaume Lajoie, Blake A. Richards",Unknown,2025,2025-09-27
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2510.26745,Deep sequence models tend to memorize geometrically; it is unclear why,Deep sequence models tend to memorize geometrically; it is unclear why,"Shahriar Noroozizadeh, Vaishnavh Nagarajan, Elan Rosenfeld, Sanjiv Kumar",,2025,2025-10-30
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2505.22785,Navigating the Latent Space Dynamics of Neural Models,Navigating the Latent Space Dynamics of Neural Models,"Marco Fumero, Luca Moschella, Emanuele Rodolà, Francesco Locatello",,2025,2025-05-28
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2505.11692,The Geometry of ReLU Networks through the ReLU Transition Graph,The Geometry of ReLU Networks through the ReLU Transition Graph,Sahil Rajesh Dhayalkar,,2025,2025-05-16
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2506.01599,Connecting Neural Models Latent Geometries with Relative Geodesic Representations,Connecting Neural Models Latent Geometries with Relative Geodesic Representations,"Hanlin Yu, Berfin Inal, Georgios Arvanitidis, Soren Hauberg, Francesco Locatello, Marco Fumero",,2025,2025-06-02
Representation structure and geometry,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Representation structure and geometry,https://arxiv.org/abs/2505.18373,Next-token pretraining implies in-context learning,Next-token pretraining implies in-context learning,"Paul M. Riechers, Henry R. Bigelow, Eric A. Alt, Adam Shai",,2025,2025-05-23
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://www.nature.com/articles/s41586-025-09631-6,Aligning machine and human visual representations across abstraction levels,Aligning machine and human visual representations across abstraction levels,"Lukas Muttenthaler, Klaus Greff, Frieda Born, Bernhard Spitzer, Simon Kornblith, Michael C. Mozer, Klaus-Robert Müller, Thomas Unterthiner, Andrew K. Lampinen","Google DeepMind, Technische Universität Berlin, BIFOLD, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Development, TUD Dresden University of Technology, Anthropic, Korea University, Max Planck Institute for Informatics",2025,2025-11-12
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://arxiv.org/html/2505.21731v1,Deep Reinforcement Learning Agents are not even close to Human Intelligence,,,,,
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://arxiv.org/html/2503.02976v2#S3,Teaching AI to Handle Exceptions: Supervised Fine-tuning with Human-aligned Judgment,Teaching AI to Handle Exceptions: Supervised Fine-tuning with Human-aligned Judgment,"Matthew DosSantos DiSorbo, Harang Ju, Sinan Aral","Harvard Business School, Johns Hopkins University, MIT Sloan School of Management",2025,2025-03-XX
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://docs.google.com/document/d/1fl7LE8AN7mLJ6uFcPuFCzatp0zCIYvjRIjQRgHPAkSE/edit?tab=t.0,HIBP Human Inductive Bias Project Plan,HIBP Human Inductive Bias Project Plan,Félix Dorn,,,
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://arxiv.org/abs/2505.14204,Beginning with You: Perceptual-Initialization Improves Vision-Language Representation and Alignment,Beginning with You: Perceptual-Initialization Improves Vision-Language Representation and Alignment,"Yang Hu, Runchen Wang, Stephen Chong Zhao, Xuhui Zhan, Do Hun Kim, Mark Wallace, David A. Tovar",,2025,2025-05-20
Human inductive biases,White-box safety (i.e. Interpretability),,White-box safety (i.e. Interpretability) / Human inductive biases,https://arxiv.org/abs/2509.04445,Towards Cognitively-Faithful Decision-Making Models to Improve AI Alignment,Towards Cognitively-Faithful Decision-Making Models to Improve AI Alignment,"Cyrus Cousins, Vijay Keswani, Vincent Conitzer, Hoda Heidari, Jana Schaich Borg, Walter Sinnott-Armstrong","Carnegie Mellon University, Duke University",2025,2025-09-04
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2506.11618,Convergent Linear Representations of Emergent Misalignment,Convergent Linear Representations of Emergent Misalignment,"Anna Soligo, Edward Turner, Senthooran Rajamanoharan, Neel Nanda",Google DeepMind,2025,2025-06-20
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2502.03407,Detecting Strategic Deception Using Linear Probes,Detecting Strategic Deception Using Linear Probes,"Nicholas Goldowsky-Dill, Bilal Chughtai, Stefan Heimersheim, Marius Hobbhahn",Apollo Research,2025,2025-02-05
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2502.03708,Toward universal steering and monitoring of AI models,Toward universal steering and monitoring of AI models,"Daniel Beaglehole, Adityanarayanan Radhakrishnan, Enric Boix-Adserà, Mikhail Belkin",,2025,2025-05-28
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2506.07326,Reward Model Interpretability via Optimal and Pessimal Tokens,Reward Model Interpretability via Optimal and Pessimal Tokens,"Brian Christian, Hannah Rose Kirk, Jessica A.F. Thompson, Christopher Summerfield, Tsvetomira Dumbalska",,2025,2025-06-08
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2502.17420,The Geometry of Refusal in Large Language Models: Concept Cones and Representational Independence,The Geometry of Refusal in Large Language Models: Concept Cones and Representational Independence,"Tom Wollschläger, Jannes Elstner, Simon Geisler, Vincent Cohen-Addad, Stephan Günnemann, Johannes Gasteiger",Technical University of Munich,2025,2025-02-24
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://alignment.anthropic.com/2025/cheap-monitors,Cost-Effective Constitutional Classifiers via Representation Re-use,Cost-Effective Constitutional Classifiers via Representation Re-use,"Hoagy Cunningham, Alwin Peng, Jerry Wei, Euan Ong, Fabien Roger, Linda Petrini, Misha Wagner, Vladimir Mikulik, Mrinank Sharma",Anthropic,2025,
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2411.09003,Refusal in LLMs is an Affine Function,Refusal in LLMs is an Affine Function,"Thomas Marshall, Adam Scherlis, Nora Belrose",EleutherAI,2024,2024-11-13
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://www.alignmentforum.org/posts/pPEeMdgjpjHZWCDFw/white-box-control-at-uk-aisi-update-on-sandbagging,White Box Control at UK AISI - Update on Sandbagging Investigations,White Box Control at UK AISI - Update on Sandbagging Investigations,"Joseph Bloom, Jordan Taylor, Connor Kissane, Sid Black, merizian, alexdzm, jacoba, Ben Millwood, Alan Cooney",UK AISI,2025,2025-07-10
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://lesswrong.com/posts/7zhAwcBri7yupStKy/here-s-18-applications-of-deception-probes,Here's 18 Applications of Deception Probes,Here's 18 Applications of Deception Probes,"Cleo Nardo, Avi Parrack, jordine",,2025,2025-08-28
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2508.05625,How Do LLMs Persuade? Linear Probes Can Uncover Persuasion Dynamics in Multi-Turn Conversations,How Do LLMs Persuade? Linear Probes Can Uncover Persuasion Dynamics in Multi-Turn Conversations,"Brandon Jaipersaud, David Krueger, Ekdeep Singh Lubana",,2025,2025-08-07
Monitoring concepts,White-box safety (i.e. Interpretability),Concept-based interpretability,White-box safety (i.e. Interpretability) / Concept-based interpretability / Monitoring concepts,https://arxiv.org/abs/2509.26238,Beyond Linear Probes: Dynamic Safety Monitoring for Language Models,Beyond Linear Probes: Dynamic Safety Monitoring for Language Models,"James Oldfield, Philip Torr, Ioannis Patras, Adel Bibi, Fazl Barez",,2025,2025-09-30
